dataset,sample_id,iteration,n_inclusion,n_exclusion,miou,dice
Skin,sample_000071,75,75,75,0.8847086099694383,0.9388280026839633
Skin,sample_000071,76,76,76,0.8872274472506957,0.9402443235373718
Skin,sample_000071,77,77,77,0.8837948331859685,0.9383132574912633
Skin,sample_000071,78,78,78,0.873637555187638,0.9325576900065353
Skin,sample_000071,79,79,79,0.8749352219727069,0.9332964805601621
Skin,sample_000071,80,80,80,0.8697833151833718,0.9303573393990534
Skin,sample_000071,81,81,81,0.8683032466254098,0.9295099692127254
Skin,sample_000071,82,82,82,0.8597126869777955,0.9245650610416686
Skin,sample_000071,83,83,83,0.8638058430945247,0.9269268537760624
Skin,sample_000071,84,84,84,0.8628836782078433,0.926395660987235
Skin,sample_000071,85,85,85,0.8588515126377626,0.9240668302967655
Skin,sample_000071,86,86,86,0.8491450242667758,0.9184190673238075
Skin,sample_000071,87,87,87,0.85016185831751,0.9190134954902005
Skin,sample_000071,88,88,88,0.8451692747267351,0.9160886063983507
Skin,sample_000071,89,89,89,0.8485933418458893,0.9180962872002312
Skin,sample_000071,90,90,90,0.8464227743788239,0.916824452258588
Skin,sample_000071,91,91,91,0.8496116772699532,0.9186919478406291
Skin,sample_000071,92,92,92,0.8479784996494508,0.9177363262725261
Skin,sample_000071,93,93,93,0.84164632885212,0.9140151566199031
Skin,sample_000071,94,94,94,0.8395473142404646,0.9127759941169085
Skin,sample_000071,95,95,95,0.8408119746423228,0.9135229303424061
Skin,sample_000071,96,96,96,0.8470838193634395,0.9172121053557494
Skin,sample_000071,97,97,97,0.8469589981014556,0.9171389283379545
Skin,sample_000071,98,98,98,0.844547929740678,0.91572348554739
Skin,sample_000071,99,99,99,0.8483109517057302,0.9179309909113063
Skin,sample_000071,100,100,100,0.845997054883984,0.9165746528638451
Skin,sample_000072,1,1,1,0.5321615544496189,0.6946546242517895
Skin,sample_000072,2,2,2,0.5385840003537788,0.7001034720625431
Skin,sample_000072,3,3,3,0.5310355853848535,0.6936946344736568
Skin,sample_000072,4,4,4,0.5010698406974885,0.6676169584016969
Skin,sample_000072,5,5,5,0.5284502787708908,0.6914850762379344
Skin,sample_000072,6,6,6,0.529181648405104,0.6921109064538231
Skin,sample_000072,7,7,7,0.5130540975408971,0.6781701967890538
Skin,sample_000072,8,8,8,0.5278923968173515,0.6910072959548306
Skin,sample_000072,9,9,9,0.5264908884950454,0.6898054779928734
Skin,sample_000072,10,10,10,0.5334814215104313,0.6957781346773263
Skin,sample_000072,11,11,11,0.547271991264385,0.7074024403649555
Skin,sample_000072,12,12,12,0.5445370090043508,0.7051135788003858
Skin,sample_000072,13,13,13,0.5461120050073307,0.7064326558990031
Skin,sample_000072,14,14,14,0.5468195626069415,0.7070243690031383
Skin,sample_000072,15,15,15,0.550115828539744,0.7097738354919835
Skin,sample_000072,16,16,16,0.5471359224952291,0.7072887579428773
Skin,sample_000072,17,17,17,0.5470270674799044,0.7071977976067444
Skin,sample_000072,18,18,18,0.6079371823852338,0.7561703144191395
Skin,sample_000072,19,19,19,0.6059837486825553,0.7546573857670291
Skin,sample_000072,20,20,20,0.6057772730672724,0.7544972559116472
Skin,sample_000072,21,21,21,0.609222789474042,0.7571640091837877
Skin,sample_000072,22,22,22,0.6050991790321758,0.7539710778458333
Skin,sample_000072,23,23,23,0.6107088369311483,0.7583106554437483
Skin,sample_000072,24,24,24,0.6116921153310365,0.7590681985875408
Skin,sample_000072,25,25,25,0.6140690611113376,0.7608956467928722
Skin,sample_000072,26,26,26,0.6150407304992969,0.7616411386840434
Skin,sample_000072,27,27,27,0.6196206937535019,0.7651429697622831
Skin,sample_000072,28,28,28,0.6223331126839452,0.7672075578293212
Skin,sample_000072,29,29,29,0.621284498358474,0.7664102123810043
Skin,sample_000072,30,30,30,0.6211021322830368,0.7662714395524529
Skin,sample_000072,31,31,31,0.6250381720831439,0.7692596799518926
Skin,sample_000072,32,32,32,0.6215333423876137,0.766599521749509
Skin,sample_000072,33,33,33,0.6221863860125615,0.7670960518192187
Skin,sample_000072,34,34,34,0.6221424715393051,0.7670626747710185
Skin,sample_000072,35,35,35,0.6227292791416251,0.76750852671005
Skin,sample_000072,36,36,36,0.6235027703840513,0.7680957270390826
Skin,sample_000072,37,37,37,0.6222681700431525,0.7671582066812049
Skin,sample_000072,38,38,38,0.6216840225315003,0.7667141241991542
Skin,sample_000072,39,39,39,0.6216526461288712,0.7666902620765915
Skin,sample_000072,40,40,40,0.6227572765425727,0.7675297908623918
Skin,sample_000072,41,41,41,0.6216260273042179,0.7666700174239378
Skin,sample_000072,42,42,42,0.6265114226552158,0.770374451637678
Skin,sample_000072,43,43,43,0.6307614550684523,0.7735790579401151
Skin,sample_000072,44,44,44,0.6301139833095868,0.773091930700796
Skin,sample_000072,45,45,45,0.6310503769879628,0.7737963043830866
Skin,sample_000072,46,46,46,0.6312085362710117,0.7739151950663182
Skin,sample_000072,47,47,47,0.63225585503718,0.7747018987078815
Skin,sample_000072,48,48,48,0.633766066533153,0.7758345328814459
Skin,sample_000072,49,49,49,0.6305854508710896,0.7734466789633366
Skin,sample_000072,50,50,50,0.631311435943863,0.773992533900912
Skin,sample_000072,51,51,51,0.630198175953656,0.7731552951652567
Skin,sample_000072,52,52,52,0.6311122414377756,0.7738428115547332
Skin,sample_000072,53,53,53,0.6313853268866932,0.7740480639134076
Skin,sample_000072,54,54,54,0.6298953266716867,0.7729273363314181
Skin,sample_000072,55,55,55,0.6299869400770026,0.7729963039424613
Skin,sample_000072,56,56,56,0.6292320116178856,0.7724277538507677
Skin,sample_000072,57,57,57,0.629115006412997,0.77233958798058
Skin,sample_000072,58,58,58,0.6304388390358094,0.7733363852012152
Skin,sample_000072,59,59,59,0.6318273197885909,0.7743801223654552
Skin,sample_000072,60,60,60,0.6320201486061395,0.7745249335872837
Skin,sample_000072,61,61,61,0.6328199670559845,0.7751252187306048
Skin,sample_000072,62,62,62,0.6359522244879985,0.7774704113832316
Skin,sample_000072,63,63,63,0.6354804288545248,0.7771177418486254
Skin,sample_000072,64,64,64,0.6340019652356589,0.7760112640307895
Skin,sample_000072,65,65,65,0.6347376802019278,0.7765621211147749
Skin,sample_000072,66,66,66,0.6346787828273074,0.776518040724282
Skin,sample_000072,67,67,67,0.635229713341057,0.7769302479749747
Skin,sample_000072,68,68,68,0.6361373227749063,0.7776087177034879
Skin,sample_000072,69,69,69,0.6359442165487292,0.7774644271066276
Skin,sample_000072,70,70,70,0.6377154581373854,0.7787866383854922
Skin,sample_000072,71,71,71,0.6367998158011465,0.7781034793060007
Skin,sample_000072,72,72,72,0.6363719484319283,0.777783986142929
Skin,sample_000072,73,73,73,0.6358337651429713,0.7773818815720553
Skin,sample_000072,74,74,74,0.6371435729714723,0.7783600454968462
Skin,sample_000072,75,75,75,0.6371164314925656,0.77833979213281
Skin,sample_000072,76,76,76,0.6386299580785849,0.7794681830758494
Skin,sample_000072,77,77,77,0.6383325775470562,0.7792466392907602
Skin,sample_000072,78,78,78,0.638824031023491,0.7796127209881437
Skin,sample_000072,79,79,79,0.6365704766838326,0.7779322500962004
Skin,sample_000072,80,80,80,0.6357428127191244,0.7773139001751966
Skin,sample_000072,81,81,81,0.6365603413246648,0.7779246817253558
Skin,sample_000072,82,82,82,0.6366243634196554,0.7779724873329595
Skin,sample_000072,83,83,83,0.6374602315034184,0.778596291060016
Skin,sample_000072,84,84,84,0.6370670746567738,0.7783029596271622
Skin,sample_000072,85,85,85,0.6375235207320871,0.7786434975261541
Skin,sample_000072,86,86,86,0.6377550675104058,0.7788161736295206
Skin,sample_000072,87,87,87,0.6368160382947463,0.778115589529766
Skin,sample_000072,88,88,88,0.6393131706525488,0.7799768611607778
Skin,sample_000072,89,89,89,0.6401599394312213,0.7806067250407512
Skin,sample_000072,90,90,90,0.6400533955154526,0.7805275087574696
Skin,sample_000072,91,91,91,0.6399140383718651,0.7804238800311544
Skin,sample_000072,92,92,92,0.639500625063351,0.7801163540741443
Skin,sample_000072,93,93,93,0.6389443762822657,0.7797023322190211
Skin,sample_000072,94,94,94,0.6383695218517341,0.7792741665875594
Skin,sample_000072,95,95,95,0.6379495192388992,0.778961148369619
Skin,sample_000072,96,96,96,0.637892600422833,0.7789187157426033
Skin,sample_000072,97,97,97,0.6390696573756359,0.7797956047809094
Skin,sample_000072,98,98,98,0.6392535370780439,0.7799324785566828
Skin,sample_000072,99,99,99,0.6386254281589082,0.7794648089605705
Skin,sample_000072,100,100,100,0.6394479197293671,0.7800771369851436
Skin,sample_000073,1,1,1,0.05178272406786161,0.09846658037429518
Skin,sample_000073,2,2,2,0.01579710408842852,0.03110287285688763
Skin,sample_000073,3,3,3,0.02510553981607715,0.04898137575294257
Skin,sample_000073,4,4,4,0.018623927855575064,0.036566837566406836
Skin,sample_000073,5,5,5,0.0192616467120408,0.037795293827008
Skin,sample_000073,6,6,6,0.018577107552961866,0.03647658565111809
Skin,sample_000073,7,7,7,0.018647824897721873,0.03661289886834878
Skin,sample_000073,8,8,8,0.018287673133649325,0.035918480830414774
Skin,sample_000073,9,9,9,0.017462732091658346,0.03432603778176558
Skin,sample_000073,10,10,10,0.015507474426881636,0.030541329960438814
Skin,sample_000073,11,11,11,0.018942669869579872,0.03718103172969378
Skin,sample_000073,12,12,12,0.01887778936379851,0.03705604256146572
Skin,sample_000073,13,13,13,0.02036310062163562,0.03991343985142115
Skin,sample_000073,14,14,14,0.019136394023683563,0.03755413727917336
Skin,sample_000073,15,15,15,0.018435369261009176,0.036203317004565805
Skin,sample_000073,16,16,16,0.01833808206718709,0.03601570517712838
Skin,sample_000073,17,17,17,0.01721101339611961,0.03383961276364463
Skin,sample_000073,18,18,18,0.019216092173377202,0.037707591787332934
Skin,sample_000073,19,19,19,0.017992054819701595,0.035348124250121384
Skin,sample_000073,20,20,20,0.018260894314006865,0.035866828267639726
Skin,sample_000073,21,21,21,0.017834093294304923,0.03504322248940079
Skin,sample_000073,22,22,22,0.018080505101399514,0.03551881213872909
Skin,sample_000073,23,23,23,0.018428577763834983,0.03619022122159737
Skin,sample_000073,24,24,24,0.019923270486422517,0.039068175151883135
Skin,sample_000073,25,25,25,0.01874228882658655,0.036794955961186995
Skin,sample_000073,26,26,26,0.01868078224475231,0.036676420268943466
Skin,sample_000073,27,27,27,0.017276299822123826,0.03396579636259034
Skin,sample_000073,28,28,28,0.016737097691552353,0.03292315728333912
Skin,sample_000073,29,29,29,0.016840654302780967,0.03312348740487393
Skin,sample_000073,30,30,30,0.01618125443098751,0.03184718151497142
Skin,sample_000073,31,31,31,0.01689773495975429,0.033233892413818876
Skin,sample_000073,32,32,32,0.016768684878374858,0.0329842669778539
Skin,sample_000073,33,33,33,0.016601708584134286,0.03266118568157083
Skin,sample_000073,34,34,34,0.016546623637204726,0.03255457890952585
Skin,sample_000073,35,35,35,0.01660067013826604,0.03265917606764555
Skin,sample_000073,36,36,36,0.016513552191429255,0.032490569664966815
Skin,sample_000073,37,37,37,0.01658434750523416,0.03262758775685117
Skin,sample_000073,38,38,38,0.01639354608095773,0.032258264811240646
Skin,sample_000073,39,39,39,0.01633960314668952,0.032153825544336684
Skin,sample_000073,40,40,40,0.016299031623158475,0.032075267447862967
Skin,sample_000073,41,41,41,0.01627414431481698,0.032027075382871584
Skin,sample_000073,42,42,42,0.01609740229564571,0.03168476222708023
Skin,sample_000073,43,43,43,0.015807778737073532,0.03112356307553958
Skin,sample_000073,44,44,44,0.01582829352110295,0.031163324790331074
Skin,sample_000073,45,45,45,0.015513821959070952,0.03055364018412389
Skin,sample_000073,46,46,46,0.01518117622447017,0.029908309137350295
Skin,sample_000073,47,47,47,0.01510043981885174,0.02975161713366308
Skin,sample_000073,48,48,48,0.015202221078548283,0.02994914857928006
Skin,sample_000073,49,49,49,0.015205174003512682,0.02995487886167938
Skin,sample_000073,50,50,50,0.015114380241071606,0.029778674276059826
Skin,sample_000073,51,51,51,0.014862168438334803,0.029289038256701674
Skin,sample_000073,52,52,52,0.01495669866522569,0.02947258476129142
Skin,sample_000073,53,53,53,0.014895525691510453,0.029353810938049448
Skin,sample_000073,54,54,54,0.014946586184557457,0.029452951294206487
Skin,sample_000073,55,55,55,0.014945083833819572,0.02945003443411246
Skin,sample_000073,56,56,56,0.014820383023653006,0.029207893872796955
Skin,sample_000073,57,57,57,0.014878067329301489,0.029319911047942557
Skin,sample_000073,58,58,58,0.014790562001345892,0.029149979424673195
Skin,sample_000073,59,59,59,0.014684823751916586,0.0289446011375586
Skin,sample_000073,60,60,60,0.014737061027589845,0.029046068372955893
Skin,sample_000073,61,61,61,0.014747686062305556,0.029066705477365427
Skin,sample_000073,62,62,62,0.014729001703316986,0.029030414383728047
Skin,sample_000073,63,63,63,0.014735913465948615,0.0290438394273765
Skin,sample_000073,64,64,64,0.01474054679831971,0.0290528388657153
Skin,sample_000073,65,65,65,0.014759708460677434,0.02909005617313467
Skin,sample_000073,66,66,66,0.014769953994985076,0.029109955289547466
Skin,sample_000073,67,67,67,0.014685879596386427,0.028946652144657928
Skin,sample_000073,68,68,68,0.014730262391155952,0.02903286309101475
Skin,sample_000073,69,69,69,0.014763018727109622,0.029096485493978565
Skin,sample_000073,70,70,70,0.014766209312275356,0.029102682325779592
Skin,sample_000073,71,71,71,0.014784014615779174,0.02913726350207979
Skin,sample_000073,72,72,72,0.014822792935126474,0.029212573935701966
Skin,sample_000073,73,73,73,0.014845064789500642,0.02925582496197054
Skin,sample_000073,74,74,74,0.014868781032988889,0.02930187884556786
Skin,sample_000073,75,75,75,0.014897186890941314,0.02935703652224653
Skin,sample_000073,76,76,76,0.014849768895220368,0.029264959899209582
Skin,sample_000073,77,77,77,0.01485186431654284,0.029269028985909985
Skin,sample_000073,78,78,78,0.014857556269093759,0.029280082071250234
Skin,sample_000073,79,79,79,0.014854073378975189,0.029273318733437765
Skin,sample_000073,80,80,80,0.014875632044116054,0.029315182224159304
Skin,sample_000073,81,81,81,0.014848502593814648,0.029262500867595305
Skin,sample_000073,82,82,82,0.014826076837491159,0.029218951258512697
Skin,sample_000073,83,83,83,0.014812276790437886,0.029192151354898655
Skin,sample_000073,84,84,84,0.014820758565537322,0.029208623178908287
Skin,sample_000073,85,85,85,0.014858904721783922,0.029282700585570327
Skin,sample_000073,86,86,86,0.01485748882207377,0.029279951097998167
Skin,sample_000073,87,87,87,0.0148799561533605,0.029323578740798304
Skin,sample_000073,88,88,88,0.01487542099343199,0.029314772405998113
Skin,sample_000073,89,89,89,0.014870162059777727,0.02930456055501186
Skin,sample_000073,90,90,90,0.014903992479016321,0.029370250958638273
Skin,sample_000073,91,91,91,0.014926380219253174,0.029413720069092396
Skin,sample_000073,92,92,92,0.01494444006743265,0.029448784539259597
Skin,sample_000073,93,93,93,0.01487742295367889,0.029318659805003717
Skin,sample_000073,94,94,94,0.014905470462609207,0.029373120741609696
Skin,sample_000073,95,95,95,0.014871976921009923,0.029308084683015042
Skin,sample_000073,96,96,96,0.014912065185277332,0.02938592553346986
Skin,sample_000073,97,97,97,0.0149392255285471,0.029438660272032034
Skin,sample_000073,98,98,98,0.014942057579919352,0.029444158843014094
Skin,sample_000073,99,99,99,0.014940103301643215,0.02944036451617672
Skin,sample_000073,100,100,100,0.014863428913500948,0.029291485908431118
Skin,sample_000074,1,1,1,0.7049654589753327,0.8269557078288378
Skin,sample_000074,2,2,2,0.6683393141860706,0.801203098797839
Skin,sample_000074,3,3,3,0.6611238882796621,0.795995883202129
Skin,sample_000074,4,4,4,0.7064723459996387,0.8279915553929384
Skin,sample_000074,5,5,5,0.6905360294818349,0.8169432859629624
Skin,sample_000074,6,6,6,0.6928757447619536,0.8185783828563075
Skin,sample_000074,7,7,7,0.6909815757210274,0.817255002233121
Skin,sample_000074,8,8,8,0.6820348269108505,0.8109639776763065
Skin,sample_000074,9,9,9,0.6910280910698949,0.8172875361670533
Skin,sample_000074,10,10,10,0.6940121778980112,0.8193709430816082
Skin,sample_000074,11,11,11,0.6958137589977941,0.8206252075805915
Skin,sample_000074,12,12,12,0.6937350929517129,0.819177799218559
Skin,sample_000074,13,13,13,0.6921778286000364,0.8180911212773486
Skin,sample_000074,14,14,14,0.6925832744297972,0.8183742388251081
Skin,sample_000074,15,15,15,0.6906807441296894,0.817044550282887
Skin,sample_000074,16,16,16,0.6888334293210469,0.8157505854179771
Skin,sample_000074,17,17,17,0.6872613720228827,0.8146471950565843
Skin,sample_000074,18,18,18,0.6857647110690155,0.8135948113828326
Skin,sample_000074,19,19,19,0.6856263963808936,0.8134974604728077
Skin,sample_000074,20,20,20,0.6852848616540648,0.8132570074610115
Skin,sample_000074,21,21,21,0.6837043440674303,0.8121429946729992
Skin,sample_000074,22,22,22,0.6852132228444213,0.8132065587378555
Skin,sample_000074,23,23,23,0.6839063710611801,0.8122855080478014
Skin,sample_000074,24,24,24,0.6861080825210631,0.8138364196620144
Skin,sample_000074,25,25,25,0.6854717766983804,0.8133886146003944
Skin,sample_000074,26,26,26,0.6849147017724916,0.8129962912092548
Skin,sample_000074,27,27,27,0.6848436087403978,0.8129462048437746
Skin,sample_000074,28,28,28,0.6840576208310533,0.8123921798987883
Skin,sample_000074,29,29,29,0.6185875191387686,0.7643547374786527
Skin,sample_000074,30,30,30,0.6104912699159946,0.758142911197325
Skin,sample_000074,31,31,31,0.6029687018282528,0.7523150029573775
Skin,sample_000074,32,32,32,0.6129588253227103,0.7600427434346608
Skin,sample_000074,33,33,33,0.6113076116281985,0.7587720770591814
Skin,sample_000074,34,34,34,0.6067979197622585,0.7552884059646283
Skin,sample_000074,35,35,35,0.602452847815481,0.7519133541267883
Skin,sample_000074,36,36,36,0.5897429422756426,0.7419349714884763
Skin,sample_000074,37,37,37,0.5793362214734451,0.7336452030878544
Skin,sample_000074,38,38,38,0.5780772205439557,0.7326348964655801
Skin,sample_000074,39,39,39,0.58427647509041,0.7375940806759339
Skin,sample_000074,40,40,40,0.5782004755971027,0.7327338757496497
Skin,sample_000074,41,41,41,0.5529972577826402,0.7121677195646904
Skin,sample_000074,42,42,42,0.5532531591158988,0.7123798923168542
Skin,sample_000074,43,43,43,0.5500627180501484,0.7097296278980016
Skin,sample_000074,44,44,44,0.5428170894837717,0.7036700503044063
Skin,sample_000074,45,45,45,0.5488348557316282,0.7087067464947685
Skin,sample_000074,46,46,46,0.5557534713153869,0.7144492769095329
Skin,sample_000074,47,47,47,0.5314023386225226,0.6940074795765461
Skin,sample_000074,48,48,48,0.5280511703802575,0.6911433080462237
Skin,sample_000074,49,49,49,0.5401389445463024,0.7014158644049063
Skin,sample_000074,50,50,50,0.5441398635915462,0.704780540184903
Skin,sample_000074,51,51,51,0.5492011884756826,0.7090120928916435
Skin,sample_000074,52,52,52,0.5428271935901684,0.703678540079406
Skin,sample_000074,53,53,53,0.5500653527454283,0.7097318210115069
Skin,sample_000074,54,54,54,0.5866308853182572,0.7394673717076758
Skin,sample_000074,55,55,55,0.5899049482200822,0.7420631640658619
Skin,sample_000074,56,56,56,0.5924775839204536,0.7440953516744115
Skin,sample_000074,57,57,57,0.5835827435075035,0.7370410493548527
Skin,sample_000074,58,58,58,0.5898218400800035,0.7419974052568334
Skin,sample_000074,59,59,59,0.5863640968493568,0.7392553802924836
Skin,sample_000074,60,60,60,0.5885957677960372,0.7410264835498518
Skin,sample_000074,61,61,61,0.5370184221264568,0.6987794217632013
Skin,sample_000074,62,62,62,0.5310786274986529,0.6937313576981795
Skin,sample_000074,63,63,63,0.5368553652266885,0.6986413651846822
Skin,sample_000074,64,64,64,0.5539752451740032,0.7129782110679285
Skin,sample_000074,65,65,65,0.5743769470404985,0.729656195894138
Skin,sample_000074,66,66,66,0.5859266381027987,0.7389076190859962
Skin,sample_000074,67,67,67,0.5915589144584903,0.743370426422149
Skin,sample_000074,68,68,68,0.5803397437718376,0.7344493436414196
Skin,sample_000074,69,69,69,0.5753818488115919,0.7304665205399415
Skin,sample_000074,70,70,70,0.5734273575973848,0.7288895223901602
Skin,sample_000074,71,71,71,0.5794821727658923,0.7337622199953528
Skin,sample_000074,72,72,72,0.5028688076300766,0.6692118501322374
Skin,sample_000074,73,73,73,0.5346143191004212,0.6967409497570802
Skin,sample_000074,74,74,74,0.5580456105620872,0.7163405317264933
Skin,sample_000074,75,75,75,0.5525526676718887,0.711798934976502
Skin,sample_000074,76,76,76,0.5635844261259868,0.7208877457578049
Skin,sample_000074,77,77,77,0.5562308953048528,0.7148436610312787
Skin,sample_000074,78,78,78,0.5618540779342962,0.7194706418123297
Skin,sample_000074,79,79,79,0.5465297719176027,0.7067820896068997
Skin,sample_000074,80,80,80,0.5439357372872359,0.7046092970721117
Skin,sample_000074,81,81,81,0.5605416282550728,0.7183936885834249
Skin,sample_000074,82,82,82,0.5665802288293281,0.7233338177039569
Skin,sample_000074,83,83,83,0.56354986524434,0.7208594721170246
Skin,sample_000074,84,84,84,0.5694267587858117,0.7256493564903267
Skin,sample_000074,85,85,85,0.5715790319647064,0.727394576205497
Skin,sample_000074,86,86,86,0.5813483427776205,0.7352565238807393
Skin,sample_000074,87,87,87,0.5872351486539651,0.7399472587939632
Skin,sample_000074,88,88,88,0.5375892493933145,0.699262497582408
Skin,sample_000074,89,89,89,0.49597660129313054,0.6630806937279708
Skin,sample_000074,90,90,90,0.48007333904927346,0.648715609400341
Skin,sample_000074,91,91,91,0.4980016457035383,0.664887982108526
Skin,sample_000074,92,92,92,0.49263738785378874,0.6600898407913189
Skin,sample_000074,93,93,93,0.4844149779513952,0.6526678659897712
Skin,sample_000074,94,94,94,0.48687569119404817,0.6548976408418629
Skin,sample_000074,95,95,95,0.4712536040122463,0.6406150547085745
Skin,sample_000074,96,96,96,0.43401252238874516,0.6053120396267908
Skin,sample_000074,97,97,97,0.34437614851550913,0.5123211221736969
Skin,sample_000074,98,98,98,0.3748308036600552,0.5452755388694899
Skin,sample_000074,99,99,99,0.3787110248109801,0.5493696909588447
Skin,sample_000074,100,100,100,0.37631392693432714,0.546843157756237
Skin,sample_000075,1,1,1,0.5653667486434789,0.7223441396508729
Skin,sample_000075,2,2,2,0.559628371784362,0.7176432307961855
Skin,sample_000075,3,3,3,0.5412421438888239,0.7023453725748442
Skin,sample_000075,4,4,4,0.5759456610844361,0.7309207104109385
Skin,sample_000075,5,5,5,0.5228949525705586,0.6867117809904645
Skin,sample_000075,6,6,6,0.5200452824296365,0.6842497239271681
Skin,sample_000075,7,7,7,0.5704415036889565,0.7264727815063385
Skin,sample_000075,8,8,8,0.5433501190615607,0.7041177660866046
Skin,sample_000075,9,9,9,0.5601748838661826,0.7180924262516576
Skin,sample_000075,10,10,10,0.5619315298434633,0.7195341397580726
Skin,sample_000075,11,11,11,0.5616973103798258,0.7193420986851973
Skin,sample_000075,12,12,12,0.5617753835343717,0.7194061187762447
Skin,sample_000075,13,13,13,0.5842683496961197,0.7375876060494283
Skin,sample_000075,14,14,14,0.5829308195699595,0.7365209045943352
Skin,sample_000075,15,15,15,0.5817848934595458,0.7356055755307097
Skin,sample_000075,16,16,16,0.5790683181428683,0.7334303544559828
Skin,sample_000075,17,17,17,0.5753413998365949,0.7304339235879578
Skin,sample_000075,18,18,18,0.5718814024508099,0.727639377320906
Skin,sample_000075,19,19,19,0.5690087587297913,0.7253098563840252
Skin,sample_000075,20,20,20,0.5661126749701153,0.7229526764169991
Skin,sample_000075,21,21,21,0.5616870622642962,0.719333694741511
Skin,sample_000075,22,22,22,0.5614385614385614,0.7191298784388995
Skin,sample_000075,23,23,23,0.5605141980046048,0.7183711608921238
Skin,sample_000075,24,24,24,0.5527287961305557,0.7119450576404219
Skin,sample_000075,25,25,25,0.5527519438938863,0.7119642594138151
Skin,sample_000075,26,26,26,0.5496827145951286,0.7094132359071181
Skin,sample_000075,27,27,27,0.5423256514535322,0.7032569949704576
Skin,sample_000075,28,28,28,0.5365871916757121,0.6984142450003654
Skin,sample_000075,29,29,29,0.5113801628853984,0.6767061993312324
Skin,sample_000075,30,30,30,0.4876499396692455,0.6555977003268207
Skin,sample_000075,31,31,31,0.4807320757368181,0.649316758398178
Skin,sample_000075,32,32,32,0.3591506366838255,0.5284927615677871
Skin,sample_000075,33,33,33,0.4566934589800443,0.6270275412643296
Skin,sample_000075,34,34,34,0.45169298669057306,0.6222982281126788
Skin,sample_000075,35,35,35,0.0029512228446509086,0.005885077514099665
Skin,sample_000075,36,36,36,0.0007022163704191354,0.0014034472172273146
Skin,sample_000075,37,37,37,0.00038568868117158607,0.0007710799655281898
Skin,sample_000075,38,38,38,0.0009925918752723575,0.0019832152272232567
Skin,sample_000075,39,39,39,0.0004206190351869579,0.0008408843783979703
Skin,sample_000075,40,40,40,0.0008824270947138415,0.0017632982073134892
Skin,sample_000075,41,41,41,0.0021355353075170843,0.004261969029691718
Skin,sample_000075,42,42,42,0.0018399449021963715,0.003673131444915573
Skin,sample_000075,43,43,43,0.0028344319645130576,0.005652841334856278
Skin,sample_000075,44,44,44,0.0026321775582491143,0.0052505347766902185
Skin,sample_000075,45,45,45,0.003251961518838395,0.00648284108792611
Skin,sample_000075,46,46,46,0.002766960990123338,0.005518652085208841
Skin,sample_000075,47,47,47,0.0027765671981339712,0.005537758437838251
Skin,sample_000075,48,48,48,0.003300294180271237,0.006578876133924956
Skin,sample_000075,49,49,49,0.0033678779681663874,0.006713146876869102
Skin,sample_000075,50,50,50,0.0028094714413361742,0.0056032008499044715
Skin,sample_000075,51,51,51,0.00296872613954307,0.0059198777831683475
Skin,sample_000075,52,52,52,0.003484353303556954,0.006944509482556778
Skin,sample_000075,53,53,53,0.0034619596845515493,0.006900031737406072
Skin,sample_000075,54,54,54,0.003449830355659952,0.006875939885180316
Skin,sample_000075,55,55,55,0.0036699169406101853,0.007312995794069105
Skin,sample_000075,56,56,56,0.0036381232302233053,0.007249870538026107
Skin,sample_000075,57,57,57,0.006587214751326339,0.013088214622224635
Skin,sample_000075,58,58,58,0.006233601905435328,0.012389969672313041
Skin,sample_000075,59,59,59,0.006738074737385914,0.013385953916848896
Skin,sample_000075,60,60,60,0.0069222402588529795,0.013749304528368457
Skin,sample_000075,61,61,61,0.006704276695273416,0.013319257403537945
Skin,sample_000075,62,62,62,0.00662456327081575,0.013161934473942536
Skin,sample_000075,63,63,63,0.006704319934334024,0.013319342733666499
Skin,sample_000075,64,64,64,0.006378699519493743,0.012676539204455184
Skin,sample_000075,65,65,65,0.0063526653604675425,0.01262512751072621
Skin,sample_000075,66,66,66,0.006650047274566283,0.013212232577887053
Skin,sample_000075,67,67,67,0.0068117256462423845,0.013531279925986442
Skin,sample_000075,68,68,68,0.006771050866550301,0.013451024164277086
Skin,sample_000075,69,69,69,0.006817082228839719,0.013541848562498392
Skin,sample_000075,70,70,70,0.006846528638544922,0.013599944865088386
Skin,sample_000075,71,71,71,0.006993623062691867,0.013890103973888759
Skin,sample_000075,72,72,72,0.007024213770058544,0.01395043669061653
Skin,sample_000075,73,73,73,0.00723836359644574,0.014372692419300701
Skin,sample_000075,74,74,74,0.0074399943027675915,0.014770099151993043
Skin,sample_000075,75,75,75,0.007513454778914511,0.01491484752541243
Skin,sample_000075,76,76,76,0.0072930731975517265,0.014480538765943442
Skin,sample_000075,77,77,77,0.007826424385152676,0.015531294270096882
Skin,sample_000075,78,78,78,0.007880437689189333,0.015637643900018837
Skin,sample_000075,79,79,79,0.007951645866387221,0.01577783200016974
Skin,sample_000075,80,80,80,0.007954903942295867,0.015784245726039495
Skin,sample_000075,81,81,81,0.007883285107908568,0.015643250015927288
Skin,sample_000075,82,82,82,0.00783019019426259,0.015538709339027231
Skin,sample_000075,83,83,83,0.007786813401508654,0.015453294879353293
Skin,sample_000075,84,84,84,0.007689619014330654,0.015261879986125564
Skin,sample_000075,85,85,85,0.0077069562143109675,0.015296026621199416
