step,pred_iou,anch_mi,stab,unc_global,unc_boundary,iou_gt,dice_gt,d_pred,d_mi,d_stab,d_pred_ema,d_mi_ema,d_stab_ema
56,0.9107468128204346,-6.976784706115723,0.9109976542014873,0.011170878075063229,0.011170878075063229,0.8983644205453151,0.9464615021464163,-0.002813100814819336,0.0761728286743164,-0.0043675899505615234,-0.0018115275306627154,0.0023013856261968613,-0.0029816548340022564
57,0.9094973802566528,-6.923537254333496,0.9037688922897856,0.011525035835802555,0.011525035835802555,0.8901653901651432,0.9418915347797895,-0.0012494325637817383,0.05324745178222656,-0.007228732109069824,-0.0015866896137595177,0.022679811343550682,-0.0046804859302937984
58,0.9074897766113281,-6.866626262664795,0.899274342033765,0.011811001226305962,0.011811001226305962,0.886916611368921,0.9400697476773818,-0.002007603645324707,0.05691099166870117,-0.0044945478439331055,-0.0017550552729517221,0.03637228533625603,-0.004606110975146294
59,0.9068541526794434,-6.909371376037598,0.902306429474688,0.011624226346611977,0.011624226346611977,0.8794691818378814,0.9358697554996592,-0.0006356239318847656,-0.042745113372802734,0.003032088279724121,-0.0013072827132418752,0.004725327715277672,-0.0015508313663303852
60,0.9057289361953735,-6.954782485961914,0.8983363646087252,0.011880170553922653,0.011880170553922653,0.873920505625392,0.9327188672112156,-0.0011252164840698242,-0.045411109924316406,-0.003970086574554443,-0.0012344561982899904,-0.015329248271882534,-0.002518533496186137
61,0.9037743806838989,-6.97295618057251,0.8950709088009522,0.012228565290570259,0.012228565290570259,0.8669152212673943,0.9287140748457456,-0.0019545555114746094,-0.018173694610595703,-0.0032654404640197754,-0.0015224958769977093,-0.016467027366161346,-0.0028172964230179787
62,0.9015424251556396,-6.878190517425537,0.904295422489831,0.01326720416545868,0.01326720416545868,0.8370557845846588,0.9113014330960116,-0.0022319555282592773,0.09476566314697266,0.009224534034729004,-0.0018062798772007227,0.028026049956679344,0.0019994357135146856
63,0.9015815258026123,-6.956890106201172,0.904698706005231,0.013246630318462849,0.013246630318462849,0.8356164383559468,0.9104477611939007,3.910064697265625e-05,-0.07869958877563477,0.00040328502655029297,-0.0010681276908144355,-0.01466420479118824,0.0013609755551442504
64,0.8992277383804321,-6.949501991271973,0.905863924610064,0.013559122569859028,0.013559122569859028,0.8329698857734079,0.9088745998922317,-0.0023537874221801758,0.007388114929199219,0.0011652112007141113,-0.0015823915600776672,-0.0058432770892977715,0.0012826698366552591
65,0.9002043008804321,-6.956271171569824,0.9064454856272239,0.013290946371853352,0.013290946371853352,0.8332813960733269,0.9090600033994973,0.0009765625,-0.0067691802978515625,0.0005815625190734863,-0.0005588099593296647,-0.006213638465851545,0.0010022269561886787
66,0.8989977836608887,-6.996610164642334,0.9083013984967631,0.013630498200654984,0.013630498200654984,0.8166386725706682,0.8990656038551338,-0.001206517219543457,-0.040338993072509766,0.0018559098243713379,-0.0008178928983397782,-0.019863780587911606,0.0013437001034617424
67,0.8978816866874695,-6.902984619140625,0.9098215602416286,0.013904419727623463,0.013904419727623463,0.8117319848291248,0.8960839590251911,-0.0011160969734191895,0.09362554550170898,0.0015201568603515625,-0.0009371745400130749,0.02553195133805275,0.0014142829459160566
68,0.8960113525390625,-6.886023998260498,0.9035026227366136,0.014298230409622192,0.014298230409622192,0.8024487756119935,0.8903984251530638,-0.0018703341484069824,0.016960620880126953,-0.006318926811218262,-0.001310438383370638,0.02210341952741146,-0.0016790010267868638
69,0.8958638906478882,-6.915292263031006,0.9012894086006432,0.014464180916547775,0.014464180916547775,0.7992434611649705,0.8884216932459802,-0.0001474618911743164,-0.029268264770507812,-0.0022132396697998047,-0.0008452478214167058,0.0015547461807727814,-0.001892696600407362
70,0.8994025588035583,-6.902470588684082,0.9267517517515199,0.012850578874349594,0.012850578874349594,0.815641038670457,0.8984606773018614,0.003538668155670166,0.012821674346923828,0.025462329387664795,0.0009083184995688498,0.006061517633497715,0.009049313142895699
71,0.8985838890075684,-6.934228420257568,0.9229583975344394,0.013055599294602871,0.013055599294602871,0.8107876063733718,0.8955082346705581,-0.0008186697959899902,-0.03175783157348633,-0.00379335880279541,0.00021752319298684597,-0.009066222235560417,0.0039122449234128
72,0.8983416557312012,-6.958484649658203,0.9235005357452036,0.012972253374755383,0.012972253374755383,0.8136069935383724,0.8972252493921121,-0.0002422332763671875,-0.024256229400634766,0.0005421638488769531,3.3620606700424105e-05,-0.015142224729061127,0.00256421254016459
73,0.8986032009124756,-6.97794771194458,0.9345655459475894,0.013049916364252567,0.013049916364252567,0.8132847306599805,0.8970292606654992,0.00026154518127441406,-0.019463062286376953,0.011065006256103516,0.0001247904438059777,-0.016870560124516487,0.005964530166238546
74,0.8965319395065308,-6.905257225036621,0.9305258499887086,0.013517706654965878,0.013517706654965878,0.8083425581159284,0.8940148585101292,-0.0020712614059448242,0.07269048690795898,-0.0040397047996521,-0.0007536303019151092,0.018953857943415642,0.001962836366146803
75,0.8949623703956604,-6.891779899597168,0.9285924328560752,0.013773893006145954,0.013773893006145954,0.806000100335924,0.8925803494540275,-0.0015695691108703613,0.013477325439453125,-0.0019333958625793457,-0.0010800058953464031,0.016763245686888695,0.0004043435328640044
76,0.8940403461456299,-6.8486738204956055,0.9461524925209417,0.013433302752673626,0.013433302752673626,0.8271058120668434,0.9053726462959599,-0.0009220242500305176,0.0431060791015625,0.017560064792633057,-0.0010168132139369845,0.027300380170345306,0.007266632281243801
77,0.8943790793418884,-6.88282585144043,0.945625706037167,0.013506857678294182,0.013506857678294182,0.8263822780248473,0.9049390020566161,0.0003387331962585449,-0.03415203094482422,-0.0005267858505249023,-0.00047459464985877275,0.0027194153517484665,0.004149265121668577
78,0.8924334049224854,-7.005597114562988,0.9439764005897493,0.013991226442158222,0.013991226442158222,0.8226992136469807,0.9027262507025151,-0.0019456744194030762,-0.1227712631225586,-0.001649320125579834,-0.0010630266042426229,-0.04747685417532921,0.001829831046052277
79,0.8913291692733765,-6.978628635406494,0.9447604790416805,0.01412409357726574,0.01412409357726574,0.8200852845796237,0.9011503928169331,-0.0011042356491088867,0.02696847915649414,0.0007840991020202637,-0.001079510198906064,-0.01769872196018696,0.0014115383382886648
